sample,time_s,Target,Vel,Angle
-129,,0.0,0.0183,0.2577
-128,,0.0,-0.7296,0.1933
-127,,0.0,0.0,-0.224
-126,,0.0,0.1243,-0.2194
-125,,0.0,4.9897,0.6734
-124,,0.0,-13.4315,1.0538
-123,,0.0,0.2058,-3.3257
-122,,0.0,4.1749,-0.0077
-121,,0.0,-0.0304,1.6398
-120,,0.0,-1.7942,2.413
-119,,0.0,-0.0262,-1.6322
-118,,0.0,0.0727,-1.5033
-117,,0.0,5.9555,0.3451
-116,,0.0,-0.2013,1.2257
-115,,0.0,-0.1295,1.1106
-114,,0.0,-0.0817,0.2592
-113,,0.0,-4.6759,0.0506
-112,,0.0,0.0,-0.2286
-111,,0.0,-0.017,-0.2255
-110,,0.0,0.0039,-0.2163
-109,,0.0,0.0,-0.2117
-108,,0.0,0.0,-0.204
-107,,0.0,0.0,-0.1979
-106,,0.0,-0.0597,-0.1917
-105,,0.0,0.0,-0.1841
-104,,0.0,0.0247,-0.1764
-103,,0.0,0.0,-0.1703
-102,,0.0,0.0001,-0.1626
-101,,0.0,-0.0864,-0.1534
-100,,0.0,0.0,-0.1442
-99,,0.0,0.0586,-0.1273
-98,,0.0,-0.0,0.3405
-97,,0.0,-0.001,0.3344
-96,,0.0,-0.1007,0.3252
-95,,0.0,-0.0003,0.316
-94,,1.5708,0.0198,0.3267
-93,,1.5708,0.0,1.6797
-92,,1.5708,0.0,1.6797
-91,,1.5708,-0.0,1.6782
-90,,1.5708,-0.0601,2.7228
-89,,1.5708,-0.225,2.5111
-88,,1.5708,-1.9581,1.5631
-87,,1.5708,0.008,1.1091
-86,,1.5708,-0.0372,2.0586
-85,,1.5708,-0.0,1.5739
-84,,1.5708,-0.0,1.5647
-83,,1.5708,-1.7722,-0.0614
-82,,1.5708,4.9544,0.3513
-81,,1.5708,0.0,1.6797
-80,,1.5708,-0.0,1.6782
-79,,1.5708,0.0196,1.6766
-78,,1.5708,0.0598,1.6751
-77,,1.5708,-0.0003,1.672
-76,,1.5708,-0.0004,1.6659
-75,,1.5708,-0.0,1.6598
-74,,1.5708,-0.0,1.6521
-73,,1.5708,-6.6531,2.097
-72,,1.5708,0.1086,1.1229
-71,,1.5708,5.4192,2.1292
-70,,1.5708,2.0228,3.0296
-69,,1.5708,0.0107,0.6995
-68,,1.5708,3.8989,1.1904
-67,,1.5708,-0.2429,2.9683
-66,,1.5708,1.3642,4.1586
-65,,1.5708,-15.8091,-5.2508
-64,,1.5708,0.131,-9.592
-63,,1.5708,13.1722,-2.7305
-62,,1.5708,-0.0963,5.2431
-61,,1.5708,-7.7567,1.1382
-60,,1.5708,0.2594,0.3543
-59,,1.5708,-0.0,1.6858
-58,,1.5708,-0.0,1.6812
-57,,1.5708,3.0833,3.1876
-56,,1.5708,-1.6038,0.293
-55,,1.5708,-2.275,0.2301
-54,,1.5708,9.0121,5.5975
-53,,1.5708,-6.1252,6.6053
-52,,1.5708,0.0804,-0.2163
-51,,1.5708,0.8571,1.7135
-50,,-1.5708,-0.3388,2.0448
-49,,-1.5708,0.021,-2.8793
-48,,-1.5708,0.1272,-1.4665
-47,,-1.5708,-0.0,-1.4696
-46,,-1.5708,0.0211,-1.4726
-45,,1.5708,2.961,2.6461
-44,,1.5708,-6.2565,2.4375
-43,,-1.5708,0.0212,-2.8777
-42,,1.5708,7.4282,-1.1858
-41,,1.5708,-0.1575,2.9836
-40,,1.5708,-0.0012,0.698
-39,,1.5708,0.5649,0.8912
-38,,1.5708,0.0368,1.6598
-37,,1.5708,0.0001,1.6567
-36,,1.5708,-0.0,1.6521
-35,,1.5708,-0.0019,1.6475
-34,,1.5708,0.0454,1.6429
-33,,1.5708,-0.0001,1.6368
-32,,1.5708,-0.0,1.6368
-31,,1.5708,-0.0,1.6352
-30,,1.5708,-0.0,1.6352
-29,,-1.5708,-0.1585,1.6061
-28,,-1.5708,-1.2593,-0.2531
-27,,-1.5708,0.0091,-2.8762
-26,,-1.5708,0.0081,-2.8624
-25,,-1.5708,0.0023,-2.8379
-24,,-1.5708,0.1007,-2.8057
-23,,-1.5708,0.0003,-1.4803
-22,,-1.5708,-0.0,-1.4803
-21,,-1.5708,-0.0,-1.4803
-20,,1.5708,0.047,-1.4757
-19,,1.5708,3.2952,2.6047
-18,,1.5708,-0.1273,3.002
-17,,1.5708,-0.0191,2.9575
-16,,1.5708,-6.2053,2.0295
-15,,1.5708,0.0015,0.2807
-14,,1.5708,0.0358,0.3083
-13,,-1.5708,-0.011,0.2777
-12,,-1.5708,-2.7255,-2.4344
-11,,-1.5708,0.0081,-2.8609
-10,,-1.5708,0.0069,-2.8241
-9,,-1.5708,2.5215,-1.6981
-8,,-1.5708,0.0238,-1.4772
-7,,-1.5708,-0.0,-1.4788
-6,,-1.5708,0.0,-1.5156
-5,,-1.5708,0.0,-1.5156
-4,,-1.5708,0.0,-1.5156
-3,,-1.5708,0.0,-1.5156
-2,,-1.5708,0.0,-1.5156
-1,,-1.5708,0.0,-1.5156
